序号,单词,来源,释义,词源,例句
1951,officer,基础词 Unit 2,n. 官员，办事员；军官,源自 office，指担任公职或职务的人，如警官、军官。,"1. The police officer stopped the car for speeding.（警官因超速拦下了那辆车。）
2. He is a high-ranking military officer.（他是一位高级军官。）
3. The chief executive officer is responsible for the company's strategy.（首席执行官负责公司的战略。）"
1952,official,基础词 Unit 2,"n. 官员，行政官员
adj. 官方的，正式的，公务的",源自 office，指与职务相关的，即官方的、正式的。,"1. The official report will be released tomorrow.（官方报告将于明天发布。）
2. He is an official representative of the government.（他是政府的官方代表。）
3. This is the official website of the university.（这是该大学的官方网站。）"
1953,beg,基础词 Unit 3,v. 乞求，乞讨；请求，恳求,源自古法语 begard，原指乞讨者，后演变为乞求。,"1. He had to beg for food on the streets.（他不得不在街上乞讨食物。）
2. I beg your pardon, could you repeat that?（抱歉，您能重复一遍吗？）
3. She begged him not to leave.（她恳求他不要离开。）"
1954,behind,基础词 Unit 3,"prep. 在……后面，落后于
adv. 在后，面向后",由 be-（在）+ hind（后部）组成，意为在后面。,"1. The sun went behind the clouds.（太阳躲到了云层后面。）
2. He is behind in his studies.（他的学业落后了。）
3. Who is the person behind this project?（谁是这个项目背后的策划者？）"
1955,being,基础词 Unit 3,n. 生物，人,源自 be 的现在分词，意为存在、生物。,"1. Human beings are capable of complex emotions.（人类能够产生复杂的情感。）
2. For the time being, we should stay here.（暂时我们应该待在这里。）
3. The very being of the organization is at stake.（该组织的生存正处于危险之中。）"
1956,all,基础词 Unit 3,"adj. 所有的，全部的
pron. 一切，全部
adv. 完全，全部",源自古英语 eall，意为全部、每一个。,"1. All the students passed the exam.（所有的学生都通过了考试。）
2. That is all I know about the matter.（这就是我所知道关于这件事的一切。）
3. All in all, it was a successful event.（总而言之，这是一次成功的活动。）"
1957,allege,基础词 Unit 3,"vt. 断言, 宣称, 辩解",源自拉丁语 ad-（向）+ litigare（争论），即声称、断言。,"1. The newspaper alleged that he was involved in the scandal.（报纸声称他卷入了这起丑闻。）
2. He is alleged to have stolen the money.（据称他偷了那笔钱。）
3. The alleged criminal was arrested yesterday.（所谓的罪犯昨天被捕了。）"
1958,allegiance,基础词 Unit 3,n. 对政党、宗教、统治者的忠诚；效忠；拥戴,源自古法语 lige（忠诚的），指对国家或领袖的忠诚。,"1. Citizens must pledge allegiance to their country.（公民必须宣誓效忠国家。）
2. He switched his allegiance to the other party.（他转而效忠于另一个政党。）
3. The soldiers showed great allegiance to their commander.（士兵们对他们的指挥官表现出了极大的忠诚。）"
1959,alleviate,基础词 Unit 3,vt. 减轻，缓解,源自拉丁语 ad-（向）+ levis（轻），即减轻、缓解。,"1. This medicine will help to alleviate the pain.（这种药有助于缓解疼痛。）
2. The government took measures to alleviate poverty.（政府采取了措施来减轻贫困。）
3. We need to alleviate the pressure on the staff.（我们需要减轻员工的压力。）"
1960,alliance,基础词 Unit 3,n. 联盟，同盟,源自 ally（结盟），指国家或组织间的联盟。,"1. The two countries formed a military alliance.（两国结成了军事同盟。）
2. They are in an alliance against the common enemy.（他们结盟以对抗共同的敌人。）
3. The alliance between the two companies proved successful.（两家公司之间的联盟被证明是成功的。）"
1961,allowance,基础词 Unit 3,"n. 津贴,补贴,零用钱",源自 allow（允许），指被允许的份额，如零花钱、津贴。,"1. My parents give me a weekly allowance.（父母每周给我零花钱。）
2. The company provides a travel allowance for employees.（公司为员工提供差旅补贴。）
3. You should make an allowance for his lack of experience.（你应该考虑到他缺乏经验这一点。）"
1962,alloy,基础词 Unit 3,n. 合金,源自拉丁语 alligare（结合），指金属的混合物，即合金。,"1. Brass is an alloy of copper and zinc.（黄铜是铜和锌的合金。）
2. Steel is a strong alloy used in construction.（钢是一种用于建筑的坚固合金。）
3. The properties of the alloy can be changed by adding other elements.（通过添加其他元素可以改变合金的性能。）"
1963,ally,基础词 Unit 3,"n. 同盟国，同盟者；支持者
v. 使结盟",源自拉丁语alligare，意为“捆绑在一起”，引申为结盟者。,"1. The two countries became firm allies.（这两个国家成为了坚定的盟友。）
2. He allied himself with the reform movement.（他加入了改革运动。）
3. We must ally our efforts to succeed.（我们必须联合力量以取得成功。）"
1964,alone,基础词 Unit 3,"adj. 单独的，独自的，独一无二的
adv. 仅仅，只；单独地，独自",由all（完全）+ one（一个）构成，意为“完全是一个人”。,"1. I prefer to work alone.（我更喜欢独自工作。）
2. Money alone cannot bring happiness.（仅靠金钱不能带来幸福。）
3. Leave me alone, please.（请让我一个人待着。）"
1965,along,基础词 Unit 3,"prep. 沿着，顺着
adv. 向前",源自古英语andlang，意为“沿着长度方向”。,"1. They walked along the river bank.（他们沿着河岸散步。）
2. Come along with us to the party.（和我们一起去参加聚会吧。）
3. We have come a long way along this project.（在这个项目上我们已经取得了很大进展。）"
1966,alongside,基础词 Unit 3,"adv. 并肩地，并排地
prep. 在……旁边，横靠，与……并肩",由along（沿着）+ side（侧面）构成，意为“在侧面”。,"1. The ship anchored alongside the pier.（船停泊在码头边。）
2. He worked alongside his father for years.（他与父亲并肩工作多年。）
3. New technology is being developed alongside traditional methods.（新技术正与传统方法并行开发。）"
1967,alphabet,基础词 Unit 3,n. 字母表,源自希腊语前两个字母alpha和beta的组合。,"1. The English alphabet has 26 letters.（英语字母表有26个字母。）
2. The children are learning the alphabet.（孩子们正在学习字母表。）
3. The files are arranged in alphabetical order.（这些文件按字母顺序排列。）"
1968,denounce,基础词 Unit 3,vt. 向当局告发某人；谴责，指责；宣布退出,源自拉丁语denuntiare，意为“公开宣布（罪行）”。,"1. The government denounced the violence.（政府谴责了暴力行为。）
2. He was denounced as a traitor.（他被指控为叛徒。）
3. The treaty was denounced by the opposition party.（该条约遭到了反对党的废除/谴责。）"
1969,dense,基础词 Unit 3,"adj. 密集的,浓的;愚蠢的",源自拉丁语densus，意为“厚实的、紧密的”。,"1. The forest is very dense.（这片森林非常茂密。）
2. The fog was so dense that we couldn't see.（雾太浓了，我们什么也看不见。）
3. He is a bit dense when it comes to jokes.（他在理解笑话方面有点迟钝。）"
1970,density,基础词 Unit 3,"n. 密集,密度,浓度",由dense（紧密的）+ -ity（名词后缀）构成，意为“密度”。,"1. The population density in this city is high.（这座城市的人口密度很高。）
2. Lead has a high density.（铅的密度很大。）
3. The density of the liquid changed with temperature.（液体的密度随温度而变化。）"
1971,fellow,基础词 Unit 3,"n. 人，家伙；伙伴，同事
adj. 同样的，同类的",源自古诺斯语felagi，意为“合伙人、伙伴”。,"1. He is a nice fellow.（他是个好人。）
2. She is respected by her fellow students.（她受到同学们的尊敬。）
3. He was elected a fellow of the society.（他被选为该学会的会员。）"
1972,fellowship,基础词 Unit 3,n. 伙伴关系，友谊；联谊会，团体,由fellow（伙伴）+ -ship（状态/关系）构成，意为“友谊、奖学金”。,"1. They enjoyed the fellowship of their colleagues.（他们享受着同事间的友谊。）
2. He was awarded a research fellowship.（他获得了一项研究奖学金。）
3. The club promotes fellowship among members.（该俱乐部旨在促进会员间的交流。）"
1973,female,基础词 Unit 3,adj. 女（性）的；母的，雌的,源自拉丁语femella，意为“小女子”，后演变为“女性”。,"1. The female of the species is often larger.（该物种的雌性通常体型更大。）
2. She is a female doctor.（她是一位女医生。）
3. The female lead in the movie was excellent.（电影的女主角表现非常出色。）"
1974,feminine,基础词 Unit 3,adj. 女性的，有女性气质的；[语] 阴性的,源自拉丁语femininus，意为“女性的、具有女性特征的”。,"1. She has a very feminine voice.（她的声音很有女人味。）
2. The dress has a feminine style.（这条裙子风格很女性化。）
3. He has some feminine traits.（他有一些女性化的特征。）"
1975,fence,基础词 Unit 3,"n. 篱笆，围栏
v. 击剑",源自defence（防御）的缩写，意为“防御物、围栏”。,"1. They built a fence around the garden.（他们在花园周围建了围栏。）
2. He is sitting on the fence regarding this issue.（在这个问题上他持观望态度（中立）。）
3. The thief tried to fence the stolen goods.（小偷试图销赃。）"
1976,ferry,基础词 Unit 3,"n. 渡船
v. 渡运（人、车或物等）",源自古英语ferian，意为“运送、摆渡”。,"1. We took a ferry across the river.（我们乘渡轮过了河。）
2. The bus ferries passengers to the airport.（这辆巴士负责将乘客运送到机场。）
3. The ferry service was suspended due to the storm.（渡轮服务因风暴而暂停。）"
